,name,neighborhood,property_type,room_type,amenities,price
37,Ivon Garden Cottage,Richmond,Entire guesthouse,Entire home/apt,"[""Single level home"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Fast wifi \u2013 235 Mbps"", ""TV"", ""Kitchen"", ""Microwave"", ""Barbecue utensils"", ""Keypad"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Private patio or balcony"", ""Heating"", ""Luggage dropoff allowed"", ""Outdoor furniture"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Private garden or backyard"", ""Baking sheet"", ""Baby monitor"", ""BBQ grill"", ""Fire extinguisher""]",173.0
38,Historic Portland Charm with Modern Comforts,Overlook,Entire rental unit,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Fire extinguisher""]",85.0
39,"Comfortable, natural & convenient!",Foster-Powell,Entire residential home,Entire home/apt,"[""Single level home"", ""Clothing storage: closet and dresser"", ""Ethernet connection"", ""Cooking basics"", ""Dedicated workspace"", ""Free street parking"", ""Kitchen"", ""Microwave"", ""Free driveway parking on premises \u2013 1 space"", ""Dishes and silverware"", ""Stove"", ""Central air conditioning"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Cleaning products"", ""Private entrance"", ""Shared fenced garden or backyard"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Washer"", ""Bathtub"", ""Oven"", ""Toaster"", ""Dining table"", ""Central heating"", ""Dishwasher"", ""Baking sheet"", ""Fire extinguisher""]",55.0
40,Unparalleled City & Mtn Views,Southwest Hills,Entire residential home,Entire home/apt,"[""Shampoo"", ""Essentials"", ""TV"", ""Smoke alarm"", ""Hangers"", ""Kitchen"", ""Free parking on premises"", ""Wifi"", ""Air conditioning"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher"", ""Dedicated workspace"", ""Outdoor furniture"", ""Hair dryer"", ""BBQ grill"", ""Iron"", ""Carbon monoxide alarm""]",161.0
41,Beautiful Oasis in NE Portland!,Roseway,Private room in residential home,Private room,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""Hot tub"", ""First aid kit"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Lockbox"", ""Heating"", ""Fireplace guards"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""Oven"", ""Bed linens"", ""Dishwasher"", ""Baby safety gates"", ""BBQ grill"", ""Fire extinguisher""]",61.0
42,The Couch St Duplex-30 day minimum stay,Kerns,Entire residential home,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Host greets you"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Heating"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dishwasher"", ""Fire extinguisher"", ""Patio or balcony""]",130.0
43,Long-Term Rental - Cozy Cottage SW Portland,Markham,Entire residential home,Entire home/apt,"[""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Host greets you"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Dishwasher""]",54.0
44,Relaxing santuary in inner NE Portland,King,Private room in condominium (condo),Private room,"[""Shampoo"", ""Essentials"", ""Kitchen"", ""Smoke alarm"", ""Hangers"", ""Washer"", ""Free parking on premises"", ""Wifi"", ""Air conditioning"", ""Dryer"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Heating"", ""Fire extinguisher"", ""Carbon monoxide alarm""]",74.0
45,7 Beds/3 bath/5 Bedrooms Portland Modern Home,West Portland Park,Entire residential home,Entire home/apt,"[""Portable fans"", ""Security cameras on property"", ""Laundromat nearby"", ""Outdoor dining area"", ""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Clothing storage: closet"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Stainless steel electric stove"", ""Central air conditioning"", ""Bulk conditioner"", ""First aid kit"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Refrigerator"", ""Hangers"", ""Shower gel"", ""Wine glasses"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Private patio or balcony"", ""Cleaning products"", ""Outdoor furniture"", ""Private entrance"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Free parking on premises"", ""Toaster"", ""Freezer"", ""Bed linens"", ""Central heating"", ""Dishwasher"", ""55\"" HDTV"", ""Dining table"", ""Private garden or backyard"", ""Children\u2019s dinnerware"", ""Free washer \u2013 In unit"", ""Rice maker"", ""Fire extinguisher"", ""Bulk shampoo""]",747.0
46,Waterfront Pearl Modern Large Home Away From Home,Old Town/Chinatown,Entire condominium (condo),Entire home/apt,"[""Ethernet connection"", ""Coffee maker"", ""Waterfront"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Beachfront"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Barbecue utensils"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""Hot tub"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Lockbox"", ""Luggage dropoff allowed"", ""Heating"", ""Private entrance"", ""High chair"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dishwasher"", ""Baking sheet"", ""BBQ grill"", ""Patio or balcony"", ""Pool""]",115.0
47,Sun-filled River Front Studio,Portland Downtown,Entire condominium (condo),Entire home/apt,"[""Ethernet connection"", ""Coffee maker"", ""Elevator"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Cable TV"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dishwasher"", ""Patio or balcony""]",60.0
48,Division St. Casita del Jardin (Garden Cottage),Richmond,Entire guesthouse,Entire home/apt,"[""Children\u2019s books and toys"", ""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Private patio or balcony"", ""Heating"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Outdoor furniture"", ""Private entrance"", ""High chair"", ""Shared fenced garden or backyard"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Freezer"", ""Bed linens"", ""Dining table"", ""Dishwasher"", ""Baby safety gates"", ""Outdoor dining area"", ""BBQ grill""]",140.0
49,Beautiful private Apartment,Powellhurst-Gilbert,Entire residential home,Entire home/apt,"[""Outlet covers"", ""Single level home"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Crib"", ""Shampoo"", ""Refrigerator"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Lockbox"", ""Heating"", ""Breakfast"", ""Private entrance"", ""High chair"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Dishwasher"", ""Changing table"", ""Fire extinguisher""]",300.0
50,North Tabor Basement Suite,North Tabor,Private room in residential home,Private room,"[""Refrigerator"", ""Essentials"", ""Smoke alarm"", ""Hangers"", ""Washer"", ""Microwave"", ""Extra pillows and blankets"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Coffee maker"", ""Bed linens"", ""Dishes and silverware"", ""Heating"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Carbon monoxide alarm"", ""Private entrance""]",32.0
51,Modern 7 bedroom/ 9 Real Beds/ in Portland,West Portland Park,Entire residential home,Entire home/apt,"[""Portable fans"", ""Security cameras on property"", ""Coffee maker"", ""Cooking basics"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Body soap"", ""Dishes and silverware"", ""Stove"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wine glasses"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Private patio or balcony"", ""Heating"", ""Cleaning products"", ""Ceiling fan"", ""Outdoor furniture"", ""Conditioner"", ""Private entrance"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""Oven"", ""Free parking on premises"", ""Air conditioning"", ""Room-darkening shades"", ""Freezer"", ""Toaster"", ""Bed linens"", ""Dining table"", ""Dishwasher"", ""Private garden or backyard"", ""Children\u2019s dinnerware"", ""Baking sheet"", ""Outdoor dining area"", ""Rice maker"", ""Fire extinguisher""]",643.0
52,Peaceful Guesthouse in Rose City Pk,Rose City Park,Entire rental unit,Entire home/apt,"[""Shampoo"", ""Essentials"", ""TV"", ""Smoke alarm"", ""Hangers"", ""Washer"", ""Kitchen"", ""Wifi"", ""Air conditioning"", ""Dryer"", ""Long term stays allowed"", ""Lockbox"", ""Heating"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""First aid kit"", ""Carbon monoxide alarm""]",88.0
53,The Nehalem House w/hi-spd fiber-optic wifi+Roku!,Woodstock,Entire bungalow,Entire home/apt,"[""Single level home"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Lockbox"", ""Heating"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dishwasher"", ""BBQ grill"", ""Fire extinguisher"", ""Patio or balcony""]",219.0
54,"Beautiful, Contemporary Farmhouse",Beaumont-Wilshire,Entire guesthouse,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Extra pillows and blankets"", ""Body soap"", ""Smart lock"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Crib"", ""Shampoo"", ""Refrigerator"", ""Hangers"", ""Wine glasses"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Heating"", ""Conditioner"", ""Private entrance"", ""High chair"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Free parking on premises"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Freezer"", ""Toaster"", ""Bed linens"", ""Dining table"", ""Dishwasher"", ""Children\u2019s dinnerware"", ""Baking sheet"", ""Fire extinguisher""]",100.0
55,Mt Tabor 1 Bedroom,Mt. Tabor,Entire guest suite,Entire home/apt,"[""Single level home"", ""Coffee maker"", ""Cooking basics"", ""Iron"", ""Free street parking"", ""Clothing storage: walk-in closet"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Hangers"", ""Wine glasses"", ""Wifi"", ""Hot water"", ""Long term stays allowed"", ""Private patio or balcony"", ""Heating"", ""Ceiling fan"", ""Shared fenced garden or backyard"", ""Essentials"", ""Smoke alarm"", ""Bathtub"", ""Oven"", ""Toaster"", ""Room-darkening shades"", ""Freezer"", ""Bed linens"", ""Dishwasher"", ""TV with Netflix"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Fire extinguisher""]",59.0
56,The Crow;s Nest @ The Gilman,Kerns,Private room in residential home,Private room,"[""Children\u2019s books and toys"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""Microwave"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Heating"", ""Breakfast"", ""Essentials"", ""Smoke alarm"", ""Washer"", ""Oven"", ""Air conditioning"", ""Room-darkening shades"", ""Bed linens"", ""Dishwasher"", ""Baby safety gates"", ""BBQ grill"", ""Fire extinguisher""]",182.0
57,Alberta Loft,Cully,Entire guesthouse,Entire home/apt,"[""Ethernet connection"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Paid parking on premises"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Dryer"", ""Backyard"", ""Long term stays allowed"", ""Private patio or balcony"", ""Heating"", ""Luggage dropoff allowed"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dishwasher"", ""Baking sheet"", ""Fire extinguisher""]",101.0
58,Spacious garden retreat near SE Hawthorne,Richmond,Entire guest suite,Entire home/apt,"[""Portable fans"", ""Laundromat nearby"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""TV"", ""Kitchen"", ""Microwave"", ""Keypad"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Body soap"", ""Drying rack for clothing"", ""Clothing storage: dresser, closet, and walk-in closet"", ""Dishes and silverware"", ""Stove"", ""Free driveway parking on premises"", ""First aid kit"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Dryer"", ""Private patio or balcony"", ""Heating"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Outdoor furniture"", ""Conditioner"", ""Private entrance"", ""Shared fenced garden or backyard"", ""Essentials"", ""Hot water kettle"", ""Smoke alarm"", ""Washer"", ""Toaster"", ""Freezer"", ""Bed linens"", ""Dining table"", ""Dishwasher"", ""Nespresso machine"", ""BBQ grill"", ""Fire extinguisher""]",110.0
59,Otter House PDX | Floating on the Columbia River,Bridgeton,Houseboat,Entire home/apt,"[""Security cameras on property"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""TV"", ""Kitchen"", ""First aid kit"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Shampoo"", ""Wifi"", ""Dryer"", ""Long term stays allowed"", ""Lockbox"", ""Heating"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Air conditioning"", ""Fire extinguisher""]",287.0
60,Executive Gem In the Heart of Hawthorne,Buckman,Entire residential home,Entire home/apt,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Fire pit"", ""Kitchen"", ""Cable TV"", ""Microwave"", ""Keypad"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Shampoo"", ""Hangers"", ""Wifi"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Private patio or balcony"", ""Heating"", ""Outdoor furniture"", ""Private entrance"", ""Essentials"", ""Free parking on premises"", ""Smoke alarm"", ""Bathtub"", ""Washer"", ""TV with standard cable"", ""Oven"", ""Air conditioning"", ""Bed linens"", ""Dishwasher"", ""Outdoor dining area"", ""BBQ grill"", ""Fire extinguisher""]",130.0
